CIDADE,ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE),CRECHE,EJA,ENSINO FUNDAMENTAL,ENSINO Mï¿½DIO,ENSINO Mï¿½DIO INTEGRAL,INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA,PRï¿½-ESCOLA,QUILOMBOLA
SC-IBIAM,0.0,8988.0,0.0,9144.0,0.0,0.0,0.0,0.0,0.0,0.0,6042.0,0.0
SC-IBICARE,0.0,13054.0,0.0,22006.0,0.0,0.0,0.0,0.0,0.0,0.0,8162.0,0.0
SC-IBIRAMA,1802.0,142524.0,0.0,116564.0,0.0,0.0,0.0,0.0,0.0,0.0,70420.0,0.0
SC-ICARA,8904.0,212930.0,10176.0,281782.0,0.0,0.0,0.0,0.0,0.0,0.0,206564.0,0.0
SC-ILHOTA,7844.0,117058.0,0.0,83734.0,0.0,0.0,0.0,0.0,0.0,0.0,42316.0,0.0
SC-IMARUI,742.0,36380.0,0.0,69552.0,0.0,0.0,0.0,0.0,0.0,0.0,46892.0,0.0
SC-IMBITUBA,4664.0,131610.0,0.0,123302.0,0.0,0.0,0.0,0.0,0.0,0.0,124780.0,0.0
SC-IMBUIA,2014.0,33170.0,0.0,25272.0,0.0,0.0,0.0,0.0,0.0,0.0,19610.0,0.0
SC-INDAIAL,14416.0,435918.0,14784.0,257497.0,0.0,0.0,0.0,0.0,0.0,0.0,240568.0,0.0
SC-IOMERE,0.0,11812.8,0.0,16992.0,0.0,0.0,0.0,0.0,0.0,0.0,8004.8,0.0
SC-IPIRA,0.0,22898.0,0.0,37080.0,0.0,0.0,0.0,0.0,0.0,0.0,10706.0,0.0
SC-IPORA DO OESTE,1378.0,39842.0,12.8,42182.0,0.0,0.0,0.0,0.0,0.0,0.0,20246.0,0.0
SC-IPUACU,318.0,5992.0,0.0,26064.0,0.0,0.0,10880.0,0.0,0.0,0.0,14098.0,0.0
SC-IPUMIRIM,424.0,36380.0,0.0,51912.0,0.0,0.0,0.0,0.0,0.0,0.0,17278.0,0.0
SC-IRACEMINHA,424.0,16264.0,0.0,7342.0,0.0,0.0,0.0,0.0,0.0,0.0,8904.0,0.0
SC-IRANI,742.0,41088.0,768.0,56690.0,0.0,0.0,0.0,0.0,0.0,0.0,23214.0,0.0
SC-IRATI,0.0,13482.0,0.0,8408.0,0.0,0.0,0.0,0.0,0.0,0.0,5088.0,0.0
SC-IRINEOPOLIS,7208.0,44512.0,3648.0,79776.0,0.0,0.0,0.0,0.0,0.0,0.0,43884.0,0.0
SC-ITA,318.0,21186.0,0.0,45216.0,2376.0,0.0,0.0,0.0,0.0,0.0,25440.0,0.0
SC-ITAIOPOLIS,0.0,103576.0,0.0,112248.0,0.0,0.0,0.0,0.0,0.0,0.0,72356.0,0.0
SC-ITAJAI,45898.0,985042.0,55470.0,1599478.0,0.0,0.0,0.0,0.0,0.0,0.0,1058836.0,0.0
SC-ITAPEMA,9752.0,282480.0,13312.0,481386.0,0.0,0.0,0.0,0.0,0.0,0.0,153882.0,0.0
SC-ITAPIRANGA,0.0,66340.0,0.0,102388.0,0.0,0.0,0.0,0.0,0.0,0.0,58194.0,0.0
SC-ITAPOA,4346.0,115132.0,7360.0,195676.0,0.0,0.0,0.0,0.0,0.0,0.0,58936.0,0.0
SC-ITUPORANGA,1081.2,103490.4,0.0,34948.8,0.0,0.0,0.0,0.0,0.0,0.0,43735.2,0.0
SC-JABORA,424.0,22470.0,0.0,35270.0,0.0,0.0,0.0,0.0,0.0,0.0,11342.0,0.0
SC-JACINTO MACHADO,3074.0,60562.0,0.0,90030.0,0.0,0.0,0.0,0.0,0.0,0.0,29978.0,0.0
SC-JAGUARUNA,4134.0,30602.0,2816.0,109324.0,0.0,0.0,0.0,0.0,0.0,0.0,72594.0,0.0
SC-JARAGUA DO SUL,28514.0,726958.0,0.0,980110.0,0.0,0.0,0.0,0.0,0.0,0.0,463090.0,0.0
SC-JARDINOPOLIS,0.0,8281.8,0.0,7516.8,0.0,0.0,0.0,0.0,0.0,0.0,4102.2,0.0
SC-JOACABA,9752.0,161998.0,0.0,172288.0,0.0,0.0,0.0,0.0,0.0,0.0,75980.0,0.0
SC-JOINVILLE,64585.8,1406365.2,81811.8,3315150.0,3628.8,0.0,0.0,0.0,0.0,0.0,1056762.0,0.0
SC-JOSE BOITEUX,1060.0,29960.0,0.0,40672.0,0.0,0.0,5632.0,0.0,0.0,0.0,18038.0,1408.0
SC-JUPIA,0.0,5350.0,0.0,9720.0,0.0,0.0,0.0,0.0,0.0,0.0,5724.0,0.0
SC-LACERDOPOLIS,0.0,5136.0,0.0,5097.6,0.0,0.0,0.0,0.0,0.0,0.0,4006.8,0.0
SC-LAGES,17808.0,851292.0,2112.0,732194.0,11770.0,0.0,0.0,0.0,0.0,0.0,448890.0,0.0
SC-LAGUNA,5406.0,147660.0,3528.0,62240.0,0.0,0.0,0.0,0.0,0.0,0.0,72364.0,0.0
SC-LAJEADO GRANDE,0.0,0.0,0.0,6840.0,0.0,0.0,0.0,0.0,0.0,0.0,5406.0,0.0
SC-LAURENTINO,0.0,52858.0,0.0,36736.0,0.0,0.0,0.0,0.0,0.0,0.0,21956.0,0.0
SC-LAURO MULLER,636.0,66982.0,0.0,80496.0,0.0,0.0,0.0,0.0,0.0,0.0,73668.0,0.0
SC-LEBON REGIS,1272.0,27707.0,0.0,43792.0,0.0,0.0,0.0,0.0,0.0,0.0,47474.0,0.0
SC-LEOBERTO LEAL,0.0,11342.0,0.0,18288.0,0.0,0.0,0.0,0.0,0.0,0.0,10400.0,0.0
SC-LINDOIA DO SUL,318.0,17120.0,0.0,23472.0,0.0,0.0,0.0,0.0,0.0,0.0,10282.0,0.0
SC-LONTRAS,0.0,92020.0,0.0,128614.0,0.0,0.0,0.0,0.0,0.0,0.0,68266.0,0.0
SC-LUIZ ALVES,2226.0,69550.0,832.0,52957.0,0.0,0.0,0.0,0.0,0.0,0.0,50824.0,0.0
SC-LUZERNA,1166.0,26536.0,0.0,34488.0,0.0,0.0,0.0,0.0,0.0,0.0,14416.0,0.0
SC-MACIEIRA,0.0,6420.0,1792.0,14904.0,0.0,0.0,0.0,0.0,0.0,0.0,6042.0,0.0
SC-MAFRA,7844.0,268998.0,0.0,252746.0,0.0,0.0,0.0,0.0,0.0,0.0,168976.0,0.0
SC-MAJOR GERCINO,0.0,3638.0,0.0,13392.0,0.0,0.0,0.0,0.0,0.0,0.0,8798.0,0.0
SC-MAJOR VIEIRA,1272.0,14894.4,0.0,53408.0,0.0,0.0,0.0,0.0,0.0,0.0,16281.6,0.0
SC-MARACAJA,636.0,32314.0,0.0,49312.0,0.0,0.0,0.0,0.0,0.0,0.0,19610.0,0.0
SC-MARAVILHA,318.0,166706.0,0.0,61480.0,0.0,0.0,0.0,0.0,0.0,0.0,65826.0,0.0
SC-MAREMA,0.0,9630.0,0.0,6768.0,0.0,0.0,0.0,0.0,0.0,0.0,3498.0,0.0
SC-MASSARANDUBA,1378.0,101650.0,0.0,78534.0,0.0,0.0,0.0,0.0,0.0,0.0,42826.0,0.0
SC-MATOS COSTA,1272.0,9416.0,0.0,16128.0,0.0,0.0,0.0,0.0,0.0,0.0,8162.0,0.0
SC-MELEIRO,2650.0,43228.0,0.0,53894.0,0.0,0.0,0.0,0.0,0.0,0.0,15794.0,0.0
SC-MIRIM DOCE,636.0,16478.0,0.0,16920.0,0.0,0.0,0.0,0.0,0.0,0.0,13686.0,0.0
SC-MODELO,1219.0,10914.0,0.0,8534.0,0.0,0.0,0.0,0.0,0.0,0.0,4929.0,0.0
SC-MONDAI,1484.0,33384.0,0.0,57024.0,0.0,0.0,0.0,0.0,0.0,0.0,44304.0,0.0
SC-MONTE CARLO,8162.0,60134.0,0.0,84744.0,0.0,0.0,0.0,0.0,0.0,0.0,29824.0,0.0
SC-MONTE CASTELO,318.0,27606.0,0.0,34920.0,0.0,0.0,0.0,0.0,0.0,0.0,25440.0,0.0
SC-MORRO DA FUMACA,4452.0,40018.0,0.0,151630.0,0.0,0.0,0.0,0.0,0.0,0.0,92300.0,0.0
SC-MORRO GRANDE,0.0,23968.0,640.0,14976.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,0.0
SC-NAVEGANTES,16218.0,613966.0,20544.0,696372.0,0.0,0.0,0.0,0.0,0.0,0.0,462050.0,0.0
SC-NOVA ERECHIM,106.0,29746.0,0.0,27720.0,0.0,0.0,0.0,0.0,0.0,0.0,12192.0,0.0
SC-NOVA ITABERABA,477.0,13096.8,0.0,15228.0,0.0,0.0,0.0,0.0,0.0,0.0,9158.4,0.0
SC-NOVA TRENTO,2226.0,66768.0,0.0,58536.0,0.0,0.0,0.0,0.0,0.0,0.0,29044.0,0.0
SC-NOVA VENEZA,0.0,56924.0,0.0,142796.0,0.0,0.0,0.0,0.0,0.0,0.0,78842.0,0.0
SC-NOVO HORIZONTE,0.0,0.0,0.0,15840.0,0.0,0.0,0.0,0.0,0.0,0.0,5830.0,0.0
SC-ORLEANS,1378.0,98868.0,14656.0,75084.0,3816.0,0.0,0.0,0.0,0.0,0.0,100678.0,0.0
SC-OTACILIO COSTA,4134.0,129470.0,0.0,193984.0,0.0,0.0,0.0,0.0,0.0,0.0,53848.0,0.0
SC-OURO,0.0,25252.0,0.0,22680.0,0.0,0.0,0.0,0.0,0.0,0.0,36912.0,0.0
SC-OURO VERDE,0.0,4708.0,0.0,10296.0,0.0,0.0,0.0,0.0,0.0,0.0,4982.0,0.0
SC-PAIAL,424.0,3424.0,0.0,8064.0,0.0,0.0,0.0,0.0,0.0,0.0,4664.0,0.0
SC-PAINEL,0.0,6634.0,0.0,4461.0,0.0,0.0,0.0,0.0,0.0,0.0,6254.0,0.0
SC-PALHOCA,23744.0,545486.0,37824.0,532300.0,0.0,0.0,0.0,0.0,0.0,0.0,352924.0,0.0
SC-PALMA SOLA,0.0,33384.0,0.0,27705.6,0.0,0.0,0.0,0.0,0.0,0.0,27835.2,0.0
SC-PALMEIRA,318.0,14124.0,0.0,13824.0,0.0,0.0,0.0,0.0,0.0,0.0,8616.0,0.0
SC-PALMITOS,106.0,65698.0,0.0,44424.0,0.0,0.0,0.0,0.0,0.0,0.0,34556.0,0.0
SC-PAPANDUVA,2226.0,62060.0,6208.0,76726.0,0.0,0.0,0.0,0.0,0.0,0.0,46682.0,0.0
SC-PARAISO,0.0,17334.0,0.0,21384.0,0.0,0.0,0.0,0.0,0.0,0.0,10600.0,0.0
SC-PASSO DE TORRES,3604.0,45796.0,4928.0,87552.0,0.0,0.0,0.0,0.0,0.0,0.0,23532.0,0.0
SC-PASSOS MAIA,636.0,24610.0,0.0,23318.0,0.0,0.0,0.0,0.0,0.0,0.0,16448.0,0.0
SC-PAULO LOPES,106.0,20330.0,0.0,40464.0,0.0,0.0,0.0,0.0,0.0,0.0,25122.0,0.0
SC-PEDRAS GRANDES,0.0,17334.0,0.0,14066.0,0.0,0.0,0.0,0.0,0.0,0.0,7632.0,0.0
SC-PENHA,1272.0,149800.0,9856.0,206850.0,0.0,0.0,0.0,0.0,0.0,0.0,84044.0,0.0
SC-PERITIBA,254.4,20372.8,0.0,8352.0,0.0,0.0,0.0,0.0,0.0,0.0,6529.6,0.0
SC-PESCARIA BRAVA,0.0,49862.0,896.0,51480.0,0.0,0.0,0.0,0.0,0.0,0.0,17066.0,0.0
SC-PETROLANDIA,742.0,29746.0,0.0,29662.0,0.0,0.0,0.0,0.0,0.0,0.0,16536.0,0.0
SC-PINHALZINHO,5618.0,100580.0,0.0,64716.0,0.0,0.0,0.0,0.0,0.0,0.0,73940.0,0.0
SC-PINHEIRO PRETO,0.0,15622.0,0.0,15192.0,0.0,0.0,0.0,0.0,0.0,0.0,7738.0,0.0
SC-PIRATUBA,1113.0,22919.4,358.4,32407.2,0.0,0.0,0.0,0.0,0.0,0.0,9942.8,0.0
SC-PLANALTO ALEGRE,0.0,11984.0,0.0,11736.0,0.0,0.0,0.0,0.0,0.0,0.0,7526.0,0.0
SC-POMERODE,10494.0,180188.0,2099.2,324112.0,5904.0,0.0,0.0,0.0,0.0,0.0,121860.0,0.0
SC-PONTE ALTA,0.0,14766.0,0.0,22176.0,0.0,0.0,0.0,0.0,0.0,0.0,35842.0,0.0
SC-PONTE ALTA DO NORTE,1060.0,18618.0,0.0,18720.0,0.0,0.0,0.0,0.0,0.0,0.0,11766.0,0.0
SC-PONTE SERRADA,1378.0,67838.0,0.0,52176.0,0.0,0.0,0.0,0.0,0.0,0.0,62694.0,0.0
SC-PORTO BELO,3074.0,122836.0,5952.0,159822.0,0.0,0.0,0.0,0.0,0.0,0.0,55836.0,512.0
SC-PORTO UNIAO,4346.0,154936.0,14720.0,173312.0,18504.0,0.0,0.0,0.0,0.0,0.0,94632.0,0.0
SC-POUSO REDONDO,1060.0,98226.0,0.0,37944.0,0.0,0.0,0.0,0.0,0.0,0.0,50774.0,0.0
SC-PRAIA GRANDE,3074.0,47294.0,0.0,41470.0,0.0,0.0,0.0,0.0,0.0,0.0,21094.0,1024.0
SC-PRESIDENTE CASTELLO BRANCO,212.0,8346.0,0.0,6830.0,0.0,0.0,0.0,0.0,0.0,0.0,4028.0,0.0
SC-PRESIDENTE GETULIO,530.0,149372.0,0.0,73748.0,0.0,0.0,0.0,0.0,0.0,0.0,87658.0,0.0
SC-PRESIDENTE NEREU,0.0,14552.0,0.0,9720.0,0.0,0.0,0.0,0.0,0.0,0.0,6292.0,0.0
SC-PRINCESA,0.0,14766.0,0.0,12240.0,0.0,0.0,0.0,0.0,0.0,0.0,9222.0,0.0
SC-QUILOMBO,4452.0,34454.0,0.0,35210.0,0.0,0.0,0.0,0.0,0.0,0.0,23638.0,0.0
SC-RANCHO QUEIMADO,0.0,9844.0,0.0,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,7420.0,0.0
SC-RIO DAS ANTAS,2438.0,47508.0,0.0,56304.0,0.0,0.0,0.0,0.0,0.0,0.0,20494.0,0.0
SC-RIO DO CAMPO,424.0,39590.0,0.0,16964.0,0.0,0.0,0.0,0.0,0.0,0.0,20868.0,0.0
SC-RIO DO OESTE,424.0,34668.0,0.0,28656.0,0.0,0.0,0.0,0.0,0.0,0.0,25760.0,0.0
SC-RIO DO SUL,4240.0,501188.0,0.0,352478.0,9936.0,0.0,0.0,0.0,0.0,0.0,321262.0,0.0
SC-RIO DOS CEDROS,0.0,53072.0,0.0,47808.0,0.0,0.0,0.0,0.0,0.0,0.0,31952.0,0.0
SC-RIO FORTUNA,530.0,28890.0,0.0,20304.0,0.0,0.0,0.0,0.0,0.0,0.0,11872.0,0.0
SC-RIO NEGRINHO,11024.0,220848.0,21376.0,363346.0,1296.0,0.0,0.0,0.0,0.0,0.0,107114.0,0.0
SC-RIO RUFINO,0.0,14209.6,0.0,4608.0,0.0,0.0,0.0,0.0,0.0,0.0,9073.6,0.0
SC-RIQUEZA,0.0,18832.0,0.0,21744.0,0.0,0.0,0.0,0.0,0.0,0.0,10282.0,0.0
SC-RODEIO,424.0,59064.0,0.0,55366.0,0.0,0.0,0.0,0.0,0.0,0.0,23108.0,0.0
SC-ROMELANDIA,106.0,17548.0,0.0,8280.0,0.0,0.0,0.0,0.0,0.0,0.0,10706.0,0.0
SC-SALETE,954.0,53286.0,0.0,33840.0,0.0,0.0,0.0,0.0,0.0,0.0,16748.0,0.0
SC-SALTINHO,0.0,14552.0,0.0,19512.0,0.0,0.0,0.0,0.0,0.0,0.0,9964.0,0.0
SC-SALTO VELOSO,2756.0,28890.0,6016.0,33048.0,0.0,0.0,0.0,0.0,0.0,0.0,20458.0,0.0
SC-SANGAO,2438.0,56068.0,0.0,22536.0,0.0,0.0,0.0,0.0,0.0,0.0,40810.0,0.0
SC-SANTA CECILIA,3137.6,44169.6,3686.4,70560.0,0.0,0.0,0.0,0.0,0.0,0.0,30019.2,0.0
SC-SANTA HELENA,0.0,8132.0,1984.0,9216.0,0.0,0.0,0.0,0.0,0.0,0.0,7208.0,0.0
SC-SANTA ROSA DE LIMA,424.0,16692.0,0.0,11592.0,0.0,0.0,0.0,0.0,0.0,0.0,8132.0,0.0
SC-SANTA ROSA DO SUL,1272.0,52644.0,0.0,91158.0,0.0,0.0,0.0,0.0,0.0,0.0,21518.0,0.0
SC-SANTA TEREZINHA,106.0,32956.0,0.0,43200.0,0.0,0.0,0.0,0.0,0.0,0.0,21200.0,0.0
SC-SANTA TEREZINHA DO PROGRESSO,0.0,5564.0,0.0,11736.0,0.0,0.0,0.0,0.0,0.0,0.0,7738.0,0.0
SC-SANTIAGO DO SUL,0.0,8132.0,0.0,6784.0,0.0,0.0,0.0,0.0,0.0,0.0,4982.0,0.0
SC-SANTO AMARO DA IMPERATRIZ,2756.0,119626.0,10368.0,101614.0,0.0,0.0,0.0,0.0,0.0,0.0,79892.0,26036.0
SC-SAO BENTO DO SUL,10388.0,430140.0,11200.0,556560.0,0.0,0.0,0.0,0.0,0.0,0.0,276310.0,50304.0
SC-SAO BERNARDINO,0.0,12840.0,0.0,12816.0,0.0,0.0,0.0,0.0,0.0,0.0,10180.0,0.0
SC-SAO BONIFACIO,0.0,5778.0,0.0,5904.0,0.0,0.0,0.0,0.0,0.0,0.0,8586.0,0.0
SC-SAO CARLOS,1060.0,43014.0,0.0,34230.0,0.0,0.0,0.0,0.0,0.0,0.0,27242.0,0.0
SC-SAO CRISTOVAO DO SUL,1590.0,34240.0,832.0,35568.0,0.0,0.0,0.0,0.0,0.0,0.0,13462.0,0.0
SC-SAO DOMINGOS,1908.0,54356.0,0.0,22104.0,0.0,0.0,0.0,0.0,0.0,0.0,23108.0,0.0
SC-SAO FRANCISCO DO SUL,5936.0,263648.0,9216.0,162081.0,0.0,0.0,0.0,0.0,0.0,0.0,129600.0,0.0
SC-SAO JOAO BATISTA,2650.0,162640.0,9856.0,178704.0,0.0,0.0,0.0,0.0,0.0,0.0,73140.0,0.0
SC-SAO JOAO DO ITAPERIU,318.0,12626.0,0.0,17352.0,0.0,0.0,0.0,0.0,0.0,0.0,13462.0,0.0
SC-SAO JOAO DO OESTE,0.0,25680.0,0.0,17424.0,0.0,0.0,0.0,0.0,0.0,0.0,15370.0,0.0
SC-SAO JOAO DO SUL,1356.8,22256.0,6860.8,96729.6,0.0,0.0,0.0,0.0,0.0,0.0,23366.4,0.0
SC-SAO JOAQUIM,1484.0,83888.0,0.0,119892.0,0.0,0.0,0.0,0.0,0.0,0.0,64326.0,0.0
SC-SAO JOSE,17278.0,698496.0,94060.0,958754.0,25848.0,0.0,0.0,0.0,0.0,0.0,677754.0,0.0
SC-SAO JOSE DO CEDRO,0.0,76612.0,0.0,63300.0,0.0,0.0,0.0,0.0,0.0,0.0,32330.0,0.0
SC-SAO JOSE DO CERRITO,742.0,22470.0,0.0,43416.0,5136.0,0.0,0.0,0.0,0.0,0.0,22340.0,0.0
SC-SAO LOURENCO DO OESTE,2756.0,49006.0,11392.0,200286.0,66914.0,0.0,0.0,0.0,0.0,0.0,86920.0,0.0
SC-SAO LUDGERO,2544.0,91378.0,0.0,52916.0,0.0,0.0,0.0,0.0,0.0,0.0,41978.0,0.0
SC-SAO MARTINHO,212.0,15622.0,0.0,6048.0,0.0,0.0,0.0,0.0,0.0,0.0,13190.0,0.0
SC-SAO MIGUEL DA BOA VISTA,0.0,4280.0,0.0,6984.0,0.0,0.0,0.0,0.0,0.0,0.0,4558.0,0.0
SC-SAO MIGUEL DO OESTE,4664.0,242248.0,0.0,128880.0,0.0,0.0,0.0,0.0,0.0,0.0,85118.0,0.0
SC-SAO PEDRO DE ALCANTARA,0.0,21828.0,0.0,20808.0,0.0,0.0,0.0,0.0,0.0,0.0,9752.0,0.0
SC-SAUDADES,0.0,49006.0,0.0,39176.0,0.0,0.0,0.0,0.0,0.0,0.0,31760.0,0.0
SC-SCHROEDER,0.0,83246.0,0.0,95256.0,0.0,0.0,0.0,0.0,0.0,0.0,72080.0,0.0
SC-SEARA,530.0,89880.0,4160.0,48168.0,0.0,0.0,0.0,0.0,0.0,0.0,39538.0,0.0
SC-SERRA ALTA,0.0,16050.0,0.0,11232.0,0.0,0.0,0.0,0.0,0.0,0.0,6784.0,0.0
SC-SIDEROPOLIS,636.0,45368.0,4544.0,41256.0,0.0,0.0,0.0,0.0,0.0,0.0,28908.0,0.0
SC-SOMBRIO,5300.0,248240.0,0.0,247262.0,3744.0,0.0,0.0,0.0,0.0,0.0,127324.0,0.0
SC-SUL BRASIL,424.0,12198.0,0.0,15770.0,0.0,0.0,0.0,0.0,0.0,0.0,8374.0,0.0
SC-TAIO,1908.0,118770.0,0.0,84240.0,0.0,0.0,0.0,0.0,0.0,0.0,75134.0,0.0
SC-TANGARA,1484.0,38092.0,576.0,46526.0,0.0,0.0,0.0,0.0,0.0,0.0,28568.0,0.0
SC-TIGRINHOS,0.0,11128.0,0.0,7776.0,0.0,0.0,0.0,0.0,0.0,0.0,6890.0,0.0
SC-TIJUCAS,1272.0,179974.0,0.0,369874.0,0.0,0.0,0.0,0.0,0.0,0.0,92220.0,0.0
SC-TIMBE DO SUL,2968.0,24396.0,6080.0,22176.0,0.0,0.0,0.0,0.0,0.0,0.0,13608.0,0.0
SC-TIMBO,4240.0,249096.0,1152.0,210668.0,0.0,0.0,0.0,0.0,0.0,0.0,96122.0,0.0
SC-TIMBO GRANDE,0.0,22256.0,576.0,70272.0,0.0,0.0,0.0,0.0,0.0,0.0,23320.0,0.0
SC-TRES BARRAS,5088.0,89238.0,0.0,67730.0,0.0,0.0,0.0,0.0,0.0,0.0,92466.0,0.0
SC-TREVISO,0.0,10100.8,870.4,12268.8,0.0,0.0,0.0,0.0,0.0,0.0,17824.0,0.0
SC-TREZE DE MAIO,0.0,17548.0,0.0,31320.0,0.0,0.0,0.0,0.0,0.0,0.0,32846.0,0.0
SC-TREZE TILIAS,2014.0,55854.0,4134.4,58824.0,0.0,0.0,0.0,0.0,0.0,0.0,22048.0,0.0
SC-TROMBUDO CENTRAL,1378.0,45582.0,0.0,40990.0,0.0,0.0,0.0,0.0,0.0,0.0,25012.0,0.0
SC-TUBARAO,9646.0,392262.0,0.0,215656.0,0.0,0.0,0.0,0.0,0.0,0.0,346222.0,0.0
SC-TUNAPOLIS,212.0,11984.0,0.0,21596.0,0.0,0.0,0.0,0.0,0.0,0.0,17278.0,0.0
SC-TURVO,1696.0,72546.0,10624.0,74492.0,0.0,0.0,0.0,0.0,0.0,0.0,52866.0,0.0
SC-UNIAO DO OESTE,0.0,12198.0,0.0,13032.0,0.0,0.0,0.0,0.0,0.0,0.0,5830.0,0.0
SC-URUBICI,1378.0,54784.0,0.0,43992.0,0.0,0.0,0.0,0.0,0.0,0.0,55412.0,0.0
SC-URUPEMA,0.0,3252.8,0.0,482.4,0.0,0.0,0.0,0.0,0.0,0.0,2422.4,0.0
SC-URUSSANGA,1166.0,84958.0,0.0,59256.0,0.0,0.0,0.0,0.0,0.0,0.0,73958.0,0.0
SC-VARGEAO,954.0,18618.0,0.0,26576.0,0.0,0.0,0.0,0.0,0.0,0.0,13886.0,0.0
SC-VARGEM,0.0,7939.4,0.0,5699.8,0.0,0.0,0.0,0.0,0.0,0.0,6381.2,0.0
SC-VARGEM BONITA,636.0,26750.0,0.0,17568.0,0.0,0.0,0.0,0.0,0.0,0.0,11766.0,0.0
SC-VIDAL RAMOS,0.0,29960.0,0.0,23097.6,0.0,0.0,0.0,0.0,0.0,0.0,13144.0,0.0
SC-VIDEIRA,7632.0,321856.0,0.0,271558.0,0.0,0.0,0.0,0.0,0.0,0.0,200480.0,0.0
SC-VITOR MEIRELES,424.0,16692.0,0.0,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,13356.0,0.0
SC-WITMARSUM,848.0,19902.0,0.0,9144.0,0.0,0.0,0.0,0.0,0.0,0.0,10918.0,0.0
SC-XANXERE,3392.0,196452.0,0.0,155206.0,0.0,0.0,0.0,0.0,0.0,0.0,92326.0,0.0
SC-XAVANTINA,0.0,2568.0,0.0,13752.0,0.0,0.0,0.0,0.0,0.0,0.0,6890.0,0.0
SC-XAXIM,3625.2,170836.2,9907.2,181726.2,0.0,0.0,0.0,0.0,0.0,0.0,69496.2,0.0
SC-ZORTEA,0.0,27392.0,0.0,42432.0,0.0,0.0,0.0,0.0,0.0,0.0,9010.0,0.0
SE-AMPARO DE SAO FRANCISCO,0.0,4429.8,1324.8,24573.6,0.0,0.0,0.0,0.0,0.0,0.0,6296.4,6381.0
SE-AQUIDABA,318.0,35738.0,53376.0,98496.0,0.0,0.0,0.0,54073.6,0.0,18438.4,28620.0,159156.0
SE-ARACAJU,128896.0,0.0,1069772.0,5985890.0,5118714.0,1861336.0,8064.0,377720.0,0.0,6880.0,0.0,105984.0
SE-ARAUA,6678.0,58422.0,15040.0,110158.0,0.0,0.0,0.0,71568.0,0.0,0.0,34026.0,0.0
SE-AREIA BRANCA,4346.0,38520.0,10176.0,170355.0,0.0,0.0,0.0,40896.0,0.0,0.0,52576.0,0.0
SE-BARRA DOS COQUEIROS,0.0,38306.0,28224.0,154294.0,0.0,0.0,0.0,0.0,0.0,0.0,78434.0,0.0
SE-BOQUIM,3286.0,50504.0,19808.0,207000.0,0.0,0.0,0.0,37033.6,0.0,0.0,66992.0,0.0
SE-BREJO GRANDE,0.0,0.0,7168.0,37008.0,0.0,0.0,0.0,0.0,0.0,0.0,23956.0,79744.0
SE-CAMPO DO BRITO,0.0,76184.0,14912.0,144526.0,0.0,0.0,0.0,0.0,0.0,0.0,47732.0,0.0
SE-CANHOBA,0.0,4879.2,537.6,9561.6,0.0,0.0,0.0,0.0,0.0,0.0,3731.2,12853.6
SE-CANINDE DE SAO FRANCISCO,7950.0,19260.0,35968.0,393478.0,0.0,0.0,0.0,106784.0,0.0,0.0,102290.0,0.0
SE-CAPELA,8056.0,69336.0,44800.0,417432.0,0.0,0.0,0.0,133593.6,0.0,4747.2,89252.0,48256.0
SE-CARIRA,5194.0,30388.0,31168.0,225288.0,0.0,0.0,0.0,118712.0,0.0,0.0,63282.0,0.0
SE-CARMOPOLIS,2438.0,89024.0,24128.0,212852.0,0.0,0.0,0.0,25219.2,0.0,0.0,51728.0,0.0
SE-CEDRO DE SAO JOAO,0.0,9844.0,6144.0,51368.0,0.0,0.0,0.0,0.0,0.0,0.0,13502.0,0.0
SE-CRISTINAPOLIS,1272.0,47936.0,19136.0,423540.0,0.0,0.0,0.0,14768.0,0.0,0.0,71394.0,0.0
SE-CUMBE,0.0,12626.0,2944.0,46934.0,0.0,0.0,0.0,10224.0,0.0,0.0,5936.0,5132.0
SE-DIVINA PASTORA,1908.0,28890.0,7488.0,85022.0,0.0,0.0,0.0,29081.6,0.0,0.0,22724.0,0.0
SE-ESTANCIA,6010.2,119840.0,49817.6,1015138.0,0.0,0.0,0.0,158898.0,0.0,0.0,98240.8,13736.8
SE-FEIRA NOVA,2194.2,0.0,0.0,72394.2,0.0,0.0,0.0,25673.6,0.0,0.0,15454.8,0.0
SE-FREI PAULO,0.0,18190.0,10624.0,94968.0,0.0,0.0,0.0,11360.0,0.0,0.0,33072.0,0.0
SE-GARARU,0.0,214.0,13056.0,94752.0,0.0,0.0,0.0,0.0,0.0,0.0,33636.0,0.0
SE-GENERAL MAYNARD,0.0,13482.0,3136.0,23616.0,0.0,0.0,0.0,0.0,0.0,0.0,9752.0,0.0
SE-GRACHO CARDOSO,0.0,2782.0,7296.0,54144.0,0.0,0.0,0.0,11360.0,0.0,0.0,13992.0,0.0
