CIDADE,ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE),CRECHE,EJA,ENSINO FUNDAMENTAL,ENSINO Mï¿½DIO,ENSINO Mï¿½DIO INTEGRAL,INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA,PRï¿½-ESCOLA,QUILOMBOLA
RS-SAO JOSE DO HERVAL,636.0,2760.6,0.0,5491.8,0.0,0.0,0.0,0.0,0.0,0.0,1462.8,0.0
RS-SAO JOSE DO HORTENCIO,0.0,13332.2,0.0,19504.8,0.0,0.0,0.0,0.0,0.0,0.0,9552.2,0.0
RS-SAO JOSE DO INHACORA,424.0,12840.0,0.0,12312.0,0.0,0.0,0.0,0.0,0.0,0.0,4804.0,0.0
RS-SAO JOSE DO NORTE,6890.0,10486.0,10968.0,184198.0,0.0,0.0,0.0,6816.0,0.0,0.0,50880.0,9856.0
RS-SAO JOSE DO OURO,636.0,23326.0,0.0,25104.0,0.0,0.0,0.0,0.0,0.0,0.0,12832.0,0.0
RS-SAO JOSE DO SUL,530.0,11984.0,0.0,11640.0,0.0,0.0,0.0,0.0,0.0,0.0,8436.0,0.0
RS-SAO JOSE DOS AUSENTES,2120.0,16692.0,0.0,34128.0,0.0,0.0,0.0,0.0,0.0,0.0,14246.0,0.0
RS-SAO LEOPOLDO,48654.0,329346.0,97624.0,1527990.0,0.0,0.0,0.0,14086.4,0.0,0.0,566126.0,0.0
RS-SAO LOURENCO DO SUL,16324.0,106358.0,9344.0,201466.0,0.0,0.0,0.0,0.0,0.0,0.0,50144.0,100096.0
RS-SAO LUIZ GONZAGA,11448.0,97798.0,3712.0,166102.0,0.0,0.0,0.0,0.0,0.0,0.0,92300.0,0.0
RS-SAO MARCOS,3710.0,41302.0,8000.0,85798.0,0.0,0.0,0.0,0.0,0.0,0.0,52740.0,0.0
RS-SAO MARTINHO,1590.0,24182.0,1408.0,28152.0,0.0,0.0,0.0,0.0,0.0,0.0,12084.0,0.0
RS-SAO MARTINHO DA SERRA,0.0,2311.2,0.0,2851.2,0.0,0.0,0.0,0.0,0.0,0.0,1908.0,0.0
RS-SAO MIGUEL DAS MISSOES,3604.0,22898.0,0.0,50832.0,0.0,0.0,0.0,0.0,0.0,0.0,15582.0,0.0
RS-SAO NICOLAU,1166.0,15408.0,3648.0,21240.0,0.0,0.0,0.0,0.0,0.0,0.0,13038.0,0.0
RS-SAO PAULO DAS MISSOES,1696.0,15408.0,0.0,40248.0,0.0,0.0,0.0,0.0,0.0,0.0,10600.0,0.0
RS-SAO PEDRO DA SERRA,0.0,17334.0,0.0,36766.0,0.0,0.0,0.0,0.0,0.0,0.0,12936.0,0.0
RS-SAO PEDRO DAS MISSOES,212.0,7276.0,1472.0,7776.0,0.0,0.0,0.0,0.0,0.0,0.0,5618.0,0.0
RS-SAO PEDRO DO BUTIA,0.0,11770.0,0.0,6984.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,0.0
RS-SAO PEDRO DO SUL,6678.0,38520.0,0.0,65304.0,0.0,0.0,0.0,0.0,0.0,0.0,31270.0,0.0
RS-SAO SEBASTIAO DO CAI,742.0,107428.0,4057.6,144792.0,0.0,0.0,0.0,0.0,0.0,0.0,93584.0,0.0
RS-SAO SEPE,5406.0,45796.0,1856.0,138704.0,0.0,0.0,0.0,0.0,0.0,0.0,51008.0,0.0
RS-SAO VALENTIM,530.0,9630.0,0.0,28518.0,0.0,0.0,0.0,0.0,0.0,0.0,7314.0,0.0
RS-SAO VALENTIM DO SUL,0.0,6206.0,0.0,3816.0,0.0,0.0,0.0,0.0,0.0,0.0,4240.0,0.0
RS-SAO VALERIO DO SUL,0.0,3424.0,1284.0,7416.0,0.0,0.0,0.0,0.0,0.0,0.0,3604.0,0.0
RS-SAO VENDELINO,0.0,16692.0,0.0,15610.0,0.0,0.0,0.0,0.0,0.0,0.0,9844.0,0.0
RS-SAO VICENTE DO SUL,2862.0,23112.0,0.0,32472.0,0.0,0.0,0.0,0.0,0.0,0.0,18020.0,0.0
RS-SAPIRANGA,15582.0,450684.0,14976.0,579790.0,0.0,0.0,0.0,0.0,0.0,0.0,182956.0,0.0
RS-SAPUCAIA DO SUL,40280.0,109140.0,91136.0,1084772.0,1800.0,0.0,0.0,0.0,0.0,0.0,271360.0,0.0
RS-SARANDI,2120.0,94160.0,3264.0,97408.0,0.0,0.0,0.0,0.0,0.0,0.0,45272.0,0.0
RS-SEBERI,1696.0,47936.0,2560.0,62846.0,0.0,0.0,0.0,0.0,0.0,0.0,26076.0,0.0
RS-SEDE NOVA,318.0,16906.0,0.0,15984.0,0.0,0.0,0.0,0.0,0.0,0.0,5830.0,0.0
RS-SEGREDO,2226.0,9630.0,0.0,28944.0,0.0,0.0,0.0,0.0,0.0,0.0,14098.0,0.0
RS-SELBACH,636.0,26108.0,832.0,8208.0,0.0,0.0,0.0,0.0,0.0,0.0,23634.0,0.0
RS-SENADOR SALGADO FILHO,265.0,2033.0,0.0,4140.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,0.0
RS-SENTINELA DO SUL,0.0,1797.6,0.0,9475.2,0.0,0.0,0.0,0.0,0.0,0.0,3900.8,0.0
RS-SERAFINA CORREA,2650.0,92662.0,8022.0,72034.0,0.0,0.0,0.0,0.0,0.0,0.0,58056.0,0.0
RS-SERIO,0.0,4280.0,0.0,7416.0,0.0,0.0,0.0,0.0,0.0,0.0,4258.0,0.0
RS-SERTAO,2438.0,23754.0,0.0,26640.0,0.0,0.0,0.0,0.0,0.0,0.0,20516.0,0.0
RS-SERTAO SANTANA,0.0,7062.0,3648.0,77134.0,0.0,0.0,0.0,0.0,0.0,0.0,13780.0,0.0
RS-SETE DE SETEMBRO,742.0,5350.0,0.0,6588.0,0.0,0.0,0.0,0.0,0.0,0.0,2756.0,0.0
RS-SEVERIANO DE ALMEIDA,106.0,14980.0,0.0,12096.0,0.0,0.0,0.0,0.0,0.0,0.0,7314.0,0.0
RS-SILVEIRA MARTINS,636.0,0.0,0.0,25094.0,0.0,0.0,0.0,0.0,0.0,0.0,4452.0,0.0
RS-SINIMBU,3604.0,12198.0,0.0,125418.0,0.0,0.0,0.0,0.0,0.0,0.0,14840.0,0.0
RS-SOBRADINHO,3180.0,82818.0,1472.0,89632.0,0.0,0.0,0.0,0.0,0.0,0.0,27348.0,0.0
RS-SOLEDADE,14204.0,136960.0,3136.0,92602.0,0.0,0.0,0.0,0.0,0.0,0.0,89062.0,0.0
RS-TABAI,0.0,10058.0,5120.0,35206.0,4320.0,0.0,0.0,0.0,0.0,0.0,14058.0,0.0
RS-TAPEJARA,2650.0,59492.0,0.0,98712.0,0.0,0.0,0.0,0.0,0.0,0.0,44626.0,0.0
RS-TAPERA,1335.6,23240.4,1075.2,29594.4,0.0,0.0,0.0,0.0,0.0,0.0,12972.0,0.0
RS-TAPES,1378.0,72760.0,6528.0,85748.0,0.0,0.0,0.0,0.0,0.0,0.0,32012.0,0.0
RS-TAQUARA,8056.0,148730.0,16064.0,267840.0,14184.0,0.0,0.0,0.0,0.0,0.0,141748.0,0.0
RS-TAQUARI,6953.6,54612.8,7372.8,61390.4,0.0,0.0,0.0,0.0,0.0,0.0,53214.4,0.0
RS-TAQUARUCU DO SUL,1166.0,10272.0,0.0,13320.0,0.0,0.0,0.0,0.0,0.0,0.0,10854.0,0.0
RS-TAVARES,0.0,18618.0,0.0,16992.0,0.0,0.0,0.0,0.0,0.0,0.0,11130.0,0.0
RS-TENENTE PORTELA,2014.0,67196.0,2048.0,88174.0,0.0,0.0,0.0,0.0,0.0,0.0,41834.0,0.0
RS-TERRA DE AREIA,2332.0,37022.0,7270.4,69192.0,0.0,0.0,0.0,0.0,0.0,0.0,24910.0,0.0
RS-TEUTONIA,4664.0,164780.0,11200.0,214488.0,0.0,0.0,0.0,0.0,0.0,0.0,121416.0,0.0
RS-TIO HUGO,318.0,17762.0,0.0,22176.0,0.0,0.0,0.0,0.0,0.0,0.0,9116.0,0.0
RS-TIRADENTES DO SUL,0.0,10272.0,0.0,24508.0,0.0,0.0,0.0,0.0,0.0,0.0,12720.0,0.0
RS-TOROPI,742.0,1926.0,0.0,9576.0,0.0,0.0,0.0,0.0,0.0,0.0,5088.0,0.0
RS-TORRES,7314.0,164352.0,3264.0,170398.0,0.0,0.0,0.0,0.0,0.0,0.0,84926.0,0.0
RS-TRAMANDAI,9540.0,131396.0,12467.2,358268.0,0.0,0.0,0.0,20448.0,0.0,0.0,84108.0,0.0
RS-TRAVESSEIRO,0.0,8217.6,0.0,15361.6,0.0,0.0,0.0,0.0,0.0,0.0,5992.0,0.0
RS-TRES ARROIOS,0.0,5350.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,4028.0,0.0
RS-TRES CACHOEIRAS,954.0,33170.0,1728.0,63190.0,0.0,0.0,0.0,0.0,0.0,0.0,24930.0,0.0
RS-TRES COROAS,7059.6,123071.4,5552.64,197337.6,0.0,0.0,0.0,0.0,0.0,0.0,67744.8,0.0
RS-TRES DE MAIO,4982.0,134178.0,4864.0,77976.0,35712.0,0.0,0.0,0.0,0.0,0.0,55836.0,0.0
RS-TRES FORQUILHAS,0.0,7276.0,0.0,7560.0,0.0,0.0,0.0,0.0,0.0,0.0,4558.0,9856.0
RS-TRES PALMEIRAS,2332.0,15408.0,0.0,21024.0,0.0,0.0,11904.0,0.0,0.0,0.0,13468.0,0.0
RS-TRES PASSOS,2544.0,162854.0,5056.0,149134.0,6192.0,0.0,0.0,0.0,0.0,0.0,70956.0,0.0
RS-TRINDADE DO SUL,954.0,26750.0,2752.0,40468.0,0.0,0.0,0.0,0.0,0.0,0.0,16218.0,0.0
RS-TRIUNFO,18126.0,122408.0,11584.0,238160.0,76608.0,0.0,0.0,28513.6,0.0,0.0,95318.0,0.0
RS-TUCUNDUVA,424.0,14552.0,0.0,22330.0,0.0,0.0,0.0,0.0,0.0,0.0,15304.0,0.0
RS-TUNAS,636.0,2354.0,0.0,22248.0,0.0,0.0,0.0,0.0,0.0,0.0,9328.0,0.0
RS-TUPANCI DO SUL,848.0,7490.0,0.0,8352.0,0.0,0.0,0.0,0.0,0.0,0.0,2862.0,0.0
RS-TUPANCIRETA,3180.0,83674.0,3328.0,123656.0,0.0,0.0,0.0,0.0,0.0,0.0,49530.0,0.0
RS-TUPANDI,318.0,35952.0,0.0,64178.0,0.0,0.0,0.0,0.0,0.0,0.0,24158.0,0.0
RS-TUPARENDI,0.0,26108.0,0.0,50044.0,0.0,0.0,0.0,0.0,0.0,0.0,26508.0,0.0
RS-TURUCU,2332.0,7918.0,0.0,39162.0,0.0,0.0,0.0,0.0,0.0,0.0,13038.0,0.0
RS-UBIRETAMA,0.0,0.0,0.0,4536.0,0.0,0.0,0.0,0.0,0.0,0.0,4876.0,0.0
RS-UNIAO DA SERRA,0.0,2568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6634.0,0.0
RS-UNISTALDA,0.0,5136.0,0.0,9360.0,0.0,0.0,0.0,0.0,0.0,0.0,3392.0,0.0
RS-URUGUAIANA,22790.0,501616.0,21056.0,380771.0,15192.0,0.0,0.0,3408.0,0.0,0.0,276402.0,0.0
RS-VACARIA,16430.0,177620.0,19264.0,347170.0,0.0,0.0,0.0,0.0,0.0,0.0,161630.0,0.0
RS-VALE DO SOL,2756.0,0.0,0.0,49824.0,10872.0,0.0,0.0,0.0,0.0,0.0,19824.0,0.0
RS-VALE REAL,0.0,36594.0,0.0,22752.0,0.0,0.0,0.0,0.0,0.0,0.0,23370.0,0.0
RS-VALE VERDE,2968.0,7276.0,0.0,28324.0,0.0,0.0,0.0,0.0,0.0,0.0,3604.0,11520.0
RS-VANINI,0.0,25038.0,0.0,7560.0,0.0,0.0,0.0,0.0,0.0,0.0,4982.0,0.0
RS-VENANCIO AIRES,22260.0,223202.0,26048.0,252734.0,3600.0,0.0,0.0,0.0,0.0,0.0,193110.0,0.0
RS-VERA CRUZ,4876.0,115988.0,4160.0,142274.0,5544.0,0.0,0.0,0.0,0.0,0.0,75076.0,0.0
RS-VERANOPOLIS,5936.0,120054.0,2240.0,156196.0,22536.0,0.0,0.0,0.0,0.0,0.0,104490.0,0.0
RS-VESPASIANO CORREA,0.0,5564.0,0.0,6624.0,0.0,0.0,0.0,0.0,0.0,0.0,3946.0,0.0
RS-VIADUTOS,2120.0,11770.0,0.0,18720.0,0.0,0.0,0.0,0.0,0.0,0.0,8162.0,0.0
RS-VIAMAO,40704.0,60776.0,41216.0,2246988.0,0.0,0.0,0.0,39078.4,0.0,0.0,499542.0,0.0
RS-VICENTE DUTRA,0.0,16050.0,0.0,19142.0,0.0,0.0,0.0,0.0,0.0,0.0,11448.0,0.0
RS-VICTOR GRAEFF,296.8,11534.6,403.2,11750.2,0.0,0.0,0.0,0.0,0.0,0.0,6657.0,0.0
RS-VILA FLORES,424.0,14552.0,0.0,21240.0,0.0,0.0,0.0,0.0,0.0,0.0,6784.0,0.0
RS-VILA LANGARO,530.0,2354.0,0.0,11376.0,0.0,0.0,0.0,0.0,0.0,0.0,3816.0,0.0
RS-VILA MARIA,742.0,10486.0,0.0,13968.0,0.0,0.0,0.0,0.0,0.0,0.0,9858.0,0.0
RS-VILA NOVA DO SUL,1272.0,8774.0,0.0,28728.0,0.0,0.0,0.0,0.0,0.0,0.0,11766.0,0.0
RS-VISTA ALEGRE,106.0,10914.0,0.0,14948.0,0.0,0.0,0.0,0.0,0.0,0.0,5316.0,0.0
RS-VISTA ALEGRE DO PRATA,0.0,0.0,0.0,6768.0,0.0,0.0,0.0,0.0,0.0,0.0,2438.0,0.0
RS-VISTA GAUCHA,106.0,20972.0,0.0,11736.0,0.0,0.0,0.0,0.0,0.0,0.0,7632.0,0.0
RS-VITORIA DAS MISSOES,1060.0,10272.0,0.0,14184.0,0.0,0.0,0.0,0.0,0.0,0.0,7632.0,0.0
RS-WESTFALIA,318.0,10058.0,0.0,33098.0,0.0,0.0,0.0,0.0,0.0,0.0,11722.0,0.0
RS-XANGRI-LA,2332.0,75328.0,7296.0,169068.0,0.0,0.0,0.0,6816.0,0.0,0.0,41446.0,0.0
SC-ABDON BATISTA,0.0,11748.6,0.0,11988.0,0.0,0.0,0.0,0.0,0.0,0.0,6296.4,0.0
SC-ABELARDO LUZ,0.0,63986.0,0.0,159734.0,0.0,0.0,0.0,0.0,0.0,0.0,48548.0,0.0
SC-AGROLANDIA,1378.0,73402.0,0.0,44964.0,0.0,0.0,0.0,0.0,0.0,0.0,43826.0,0.0
SC-AGRONOMICA,0.0,21614.0,0.0,23904.0,0.0,0.0,0.0,0.0,0.0,0.0,15334.0,0.0
SC-AGUA DOCE,1484.0,23326.0,2368.0,54550.0,0.0,0.0,0.0,0.0,0.0,0.0,17914.0,0.0
SC-AGUAS DE CHAPECO,0.0,19474.0,0.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,14098.0,0.0
SC-AGUAS FRIAS,0.0,10700.0,0.0,12740.0,0.0,0.0,0.0,0.0,0.0,0.0,7208.0,0.0
SC-AGUAS MORNAS,381.6,20415.6,0.0,15163.2,0.0,0.0,0.0,0.0,0.0,0.0,14405.4,0.0
SC-ALFREDO WAGNER,0.0,20330.0,0.0,61704.0,0.0,0.0,0.0,0.0,0.0,0.0,20882.0,0.0
SC-ALTO BELA VISTA,106.0,9844.0,0.0,9216.0,0.0,0.0,0.0,0.0,0.0,0.0,3074.0,0.0
SC-ANCHIETA,742.0,31886.0,0.0,27144.0,0.0,0.0,0.0,0.0,0.0,0.0,13886.0,0.0
SC-ANGELINA,0.0,12198.0,0.0,14040.0,0.0,0.0,0.0,0.0,0.0,0.0,14840.0,0.0
SC-ANITA GARIBALDI,2968.0,37664.0,0.0,43992.0,0.0,0.0,0.0,0.0,0.0,0.0,22790.0,0.0
SC-ANITAPOLIS,954.0,10486.0,0.0,16416.0,0.0,0.0,0.0,0.0,0.0,0.0,8392.0,0.0
SC-ANTONIO CARLOS,0.0,26322.0,0.0,42430.0,0.0,0.0,0.0,0.0,0.0,0.0,39962.0,0.0
SC-APIUNA,1484.0,81106.0,0.0,75086.0,0.0,0.0,0.0,0.0,0.0,0.0,34824.0,0.0
SC-ARABUTA,667.8,19452.6,0.0,22914.0,0.0,0.0,0.0,0.0,0.0,0.0,10918.8,0.0
SC-ARAQUARI,5437.8,197029.8,0.0,164980.8,0.0,0.0,0.0,0.0,0.0,0.0,99748.8,0.0
SC-ARARANGUA,2332.0,209292.0,3776.0,180038.0,0.0,0.0,0.0,0.0,0.0,0.0,164696.0,0.0
SC-ARMAZEM,1706.6,38498.6,0.0,18284.0,0.0,0.0,0.0,0.0,0.0,0.0,17194.8,0.0
SC-ARROIO TRINTA,106.0,11770.0,0.0,12384.0,0.0,0.0,0.0,0.0,0.0,0.0,17064.0,0.0
SC-ARVOREDO,212.0,8988.0,1408.0,21096.0,5904.0,0.0,0.0,0.0,0.0,0.0,5088.0,0.0
SC-ASCURRA,0.0,50846.4,0.0,3859.2,0.0,0.0,0.0,0.0,0.0,0.0,16875.2,0.0
SC-AURORA,0.0,39804.0,0.0,21384.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,0.0
SC-BALNEARIO ARROIO DO SILVA,932.8,57009.6,14489.6,52766.4,0.0,0.0,0.0,0.0,0.0,0.0,24252.8,0.0
SC-BALNEARIO BARRA DO SUL,1335.6,10207.8,6854.4,59495.4,0.0,0.0,0.0,0.0,0.0,0.0,36252.0,0.0
SC-BALNEARIO CAMBORIU,18656.0,551906.0,23404.0,916184.0,0.0,0.0,0.0,0.0,0.0,0.0,232894.0,0.0
SC-BALNEARIO GAIVOTA,1908.0,50504.0,2240.0,68832.0,0.0,0.0,0.0,0.0,0.0,0.0,36988.0,0.0
SC-BALNEARIO PICARRAS,7632.0,169702.0,24320.0,246598.0,0.0,0.0,0.0,0.0,0.0,0.0,88596.0,0.0
SC-BALNEARIO RINCAO,2438.0,0.0,4160.0,47618.0,0.0,0.0,0.0,0.0,0.0,0.0,67992.0,0.0
SC-BANDEIRANTE,0.0,8988.0,0.0,27504.0,0.0,0.0,0.0,0.0,0.0,0.0,10070.0,0.0
SC-BARRA BONITA,0.0,5350.0,0.0,4752.0,0.0,0.0,0.0,0.0,0.0,0.0,5830.0,0.0
SC-BARRA VELHA,5342.4,172740.8,1689.6,162777.6,0.0,0.0,0.0,0.0,0.0,0.0,69281.6,0.0
SC-BELA VISTA DO TOLDO,0.0,19688.0,0.0,63216.0,0.0,0.0,0.0,0.0,0.0,0.0,17196.0,0.0
SC-BELMONTE,0.0,9822.6,0.0,12117.6,0.0,0.0,0.0,0.0,0.0,0.0,5914.8,0.0
SC-BENEDITO NOVO,0.0,31843.2,0.0,9446.4,0.0,0.0,0.0,0.0,0.0,0.0,28148.8,0.0
SC-BIGUACU,1696.0,287830.0,25920.0,159692.0,0.0,0.0,0.0,0.0,0.0,0.0,136680.0,0.0
SC-BLUMENAU,30528.0,1153460.0,6080.0,1483672.0,25560.0,0.0,0.0,0.0,0.0,0.0,1250540.0,0.0
SC-BOCAINA DO SUL,848.0,18618.0,793.6,32184.0,0.0,0.0,0.0,0.0,0.0,0.0,8480.0,0.0
SC-BOM JESUS,0.0,10700.0,0.0,14976.0,0.0,0.0,0.0,0.0,0.0,0.0,7738.0,0.0
SC-BOM JESUS DO OESTE,0.0,11770.0,0.0,9432.0,0.0,0.0,0.0,0.0,0.0,0.0,5830.0,0.0
SC-BOM RETIRO,3074.0,36808.0,0.0,31104.0,0.0,0.0,0.0,0.0,0.0,0.0,22154.0,0.0
SC-BOMBINHAS,2332.0,150656.0,11904.0,143712.0,0.0,0.0,0.0,0.0,0.0,0.0,58434.0,0.0
SC-BOTUVERA,0.0,11128.0,0.0,11133.0,0.0,0.0,0.0,0.0,0.0,0.0,21908.0,0.0
SC-BRACO DO NORTE,3710.0,234116.0,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,110872.0,0.0
SC-BRACO DO TROMBUDO,742.0,25027.0,0.0,8157.0,0.0,0.0,0.0,0.0,0.0,0.0,14932.0,0.0
SC-BRUNOPOLIS,0.0,11128.0,0.0,9936.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0
SC-BRUSQUE,26394.0,589356.0,12800.0,490200.0,9648.0,0.0,0.0,0.0,0.0,0.0,352798.0,0.0
SC-CACADOR,49290.0,242462.0,3904.0,430024.0,0.0,0.0,0.0,0.0,0.0,0.0,169568.0,0.0
SC-CAIBI,1060.0,32956.0,0.0,12744.0,0.0,0.0,0.0,0.0,0.0,0.0,14204.0,0.0
SC-CAMBORIU,5936.0,416230.0,34688.0,612112.0,0.0,0.0,0.0,0.0,0.0,0.0,201190.0,0.0
SC-CAMPO ALEGRE,508.8,46737.6,0.0,82137.6,0.0,0.0,0.0,0.0,0.0,0.0,33390.4,0.0
SC-CAMPO BELO DO SUL,742.0,21400.0,0.0,56496.0,10058.0,0.0,0.0,0.0,0.0,0.0,21306.0,0.0
SC-CAMPO ERE,1802.0,59278.0,0.0,40536.0,0.0,0.0,0.0,0.0,0.0,0.0,28832.0,0.0
SC-CAMPOS NOVOS,1060.0,186822.0,0.0,183912.0,0.0,0.0,0.0,10224.0,0.0,0.0,115688.0,3328.0
SC-CANELINHA,848.0,51788.0,0.0,45936.0,0.0,0.0,0.0,0.0,0.0,0.0,32118.0,0.0
SC-CANOINHAS,17808.0,218708.0,3712.0,467154.0,0.0,0.0,0.0,0.0,0.0,0.0,206964.0,0.0
SC-CAPAO ALTO,0.0,8388.8,0.0,17892.0,0.0,0.0,0.0,0.0,0.0,0.0,7077.0,0.0
SC-CAPINZAL,2332.0,114918.0,0.0,148784.0,0.0,0.0,0.0,0.0,0.0,0.0,71338.0,0.0
SC-CAPIVARI DE BAIXO,2120.0,146590.0,0.0,111600.0,0.0,0.0,0.0,0.0,0.0,0.0,49506.0,0.0
SC-CATANDUVAS,1060.0,56710.0,0.0,59998.0,0.0,0.0,0.0,0.0,0.0,0.0,30210.0,0.0
SC-CAXAMBU DO SUL,0.0,8560.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,9540.0,0.0
SC-CELSO RAMOS,0.0,11684.4,0.0,17539.2,0.0,0.0,0.0,0.0,0.0,0.0,6605.2,0.0
SC-CERRO NEGRO,0.0,10914.0,0.0,11016.0,0.0,0.0,0.0,0.0,0.0,0.0,20848.0,0.0
SC-CHAPADAO DO LAGEADO,0.0,10785.6,0.0,13003.2,0.0,0.0,0.0,0.0,0.0,0.0,6232.8,0.0
SC-CHAPECO,35298.0,1274584.0,21888.0,796746.0,0.0,0.0,11760.0,0.0,0.0,0.0,504106.0,0.0
SC-COCAL DO SUL,3286.0,96300.0,0.0,91088.0,0.0,0.0,0.0,0.0,0.0,0.0,68504.0,0.0
SC-CONCORDIA,13462.0,444264.0,0.0,419902.0,0.0,0.0,0.0,0.0,0.0,0.0,177326.0,0.0
SC-CORDILHEIRA ALTA,106.0,17976.0,0.0,26856.0,0.0,0.0,0.0,0.0,0.0,0.0,12190.0,0.0
SC-CORONEL FREITAS,318.0,46652.0,0.0,53570.0,0.0,0.0,0.0,0.0,0.0,0.0,28146.0,0.0
SC-CORONEL MARTINS,318.0,11770.0,0.0,9720.0,0.0,0.0,0.0,0.0,0.0,0.0,4346.0,0.0
SC-CORREIA PINTO,2968.0,92662.0,0.0,100466.0,0.0,0.0,0.0,0.0,0.0,0.0,33284.0,0.0
SC-CORUPA,2289.6,62145.6,0.0,100281.6,0.0,0.0,0.0,0.0,0.0,0.0,30612.8,0.0
SC-CRICIUMA,34132.0,1120718.0,81864.0,1347570.0,216674.0,0.0,0.0,0.0,0.0,0.0,886206.0,0.0
SC-CUNHA PORA,2766.6,60283.8,0.0,31039.2,0.0,0.0,0.0,0.0,0.0,0.0,23373.0,0.0
SC-CUNHATAI,0.0,11556.0,0.0,2736.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,0.0
SC-CURITIBANOS,9646.0,209292.0,0.0,166606.0,3024.0,0.0,0.0,0.0,0.0,0.0,207134.0,0.0
SC-DESCANSO,424.0,31244.0,0.0,28296.0,0.0,0.0,0.0,0.0,0.0,0.0,14628.0,0.0
SC-DIONISIO CERQUEIRA,0.0,55276.2,0.0,52747.2,0.0,0.0,0.0,0.0,0.0,0.0,44361.0,0.0
SC-DONA EMMA,0.0,29318.0,0.0,3024.0,0.0,0.0,0.0,0.0,0.0,0.0,10282.0,0.0
SC-DOUTOR PEDRINHO,0.0,16178.4,0.0,12506.4,0.0,0.0,0.0,0.0,0.0,0.0,7632.0,0.0
SC-ENTRE RIOS,0.0,15408.0,0.0,12456.0,0.0,0.0,2816.0,0.0,0.0,0.0,7844.0,0.0
SC-ERMO,424.0,11128.0,4672.0,11304.0,0.0,0.0,0.0,0.0,0.0,0.0,5088.0,0.0
SC-ERVAL VELHO,0.0,11342.0,0.0,19800.0,0.0,0.0,0.0,0.0,0.0,0.0,20442.0,0.0
SC-FAXINAL DOS GUEDES,3498.0,28890.0,576.0,111056.0,0.0,0.0,0.0,0.0,0.0,0.0,33074.0,0.0
SC-FLOR DO SERTAO,0.0,1712.0,576.0,9576.0,0.0,0.0,0.0,0.0,0.0,0.0,5830.0,0.0
SC-FLORIANOPOLIS,220798.0,787092.0,1075224.8,12610094.0,7621513.0,1061932.0,374060.0,67024.0,0.0,0.0,658107.0,0.0
SC-FORMOSA DO SUL,212.0,13268.0,0.0,11304.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,0.0
SC-FORQUILHINHA,3180.0,222988.0,0.0,170960.0,2376.0,0.0,0.0,0.0,0.0,0.0,92022.0,0.0
SC-FRAIBURGO,17490.0,196452.0,13440.0,312430.0,0.0,0.0,0.0,0.0,0.0,0.0,127848.0,0.0
SC-FREI ROGERIO,0.0,15078.0,512.0,4061.0,0.0,0.0,0.0,0.0,0.0,0.0,7570.0,0.0
SC-GALVAO,0.0,9630.0,0.0,22072.0,0.0,0.0,0.0,0.0,0.0,0.0,11130.0,0.0
SC-GAROPABA,2226.0,91164.0,9536.0,106704.0,0.0,0.0,0.0,0.0,0.0,0.0,66038.0,0.0
SC-GARUVA,2438.0,89238.0,5312.0,160234.0,0.0,0.0,0.0,0.0,0.0,0.0,54744.0,0.0
SC-GASPAR,13780.0,264076.0,17984.0,331796.0,0.0,0.0,0.0,0.0,0.0,0.0,241126.0,0.0
SC-GOVERNADOR CELSO RAMOS,3816.0,93732.0,0.0,116782.0,0.0,0.0,0.0,0.0,0.0,0.0,44096.0,0.0
SC-GRAO PARA,1484.0,47294.0,9280.0,17084.0,0.0,0.0,0.0,0.0,0.0,0.0,22276.0,0.0
SC-GRAVATAL,1526.4,81084.6,1440.0,18986.4,0.0,0.0,0.0,0.0,0.0,0.0,23457.6,0.0
SC-GUABIRUBA,0.0,93090.0,6656.0,188720.0,0.0,0.0,0.0,0.0,0.0,0.0,75366.0,0.0
SC-GUARACIABA,742.0,24610.0,0.0,54094.0,0.0,0.0,0.0,0.0,0.0,0.0,29256.0,0.0
SC-GUARAMIRIM,7738.0,182542.0,0.0,201946.0,0.0,0.0,0.0,0.0,0.0,0.0,120418.0,0.0
SC-GUARUJA DO SUL,742.0,26750.0,0.0,28800.0,0.0,0.0,0.0,0.0,0.0,0.0,12508.0,0.0
SC-GUATAMBU,0.0,0.0,0.0,34400.0,0.0,0.0,0.0,0.0,0.0,0.0,27666.0,0.0
SC-HERVAL DOESTE,1590.0,112564.0,0.0,105450.0,0.0,0.0,0.0,0.0,0.0,0.0,50668.0,0.0
