"NU_SEQUENCIAL","NO_MUNICIPIO_ESC","SG_UF_ESC","TP_DEPENDENCIA_ADM_ESC","TP_LOCALIZACAO_ESC","TP_SIT_FUNC_ESC","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO"
3053639,"Palmas","TO",1,1,1,576.4,643.2,576.7,667,740
1558168,"Axixá do Tocantins","TO",2,1,1,380.4,338.3,418.4,522.6,360
1327049,"Tocantinópolis","TO",2,1,1,437.9,455.1,517,538.9,660
2764855,"Novo Acordo","TO",2,1,1,527.9,472.1,502.2,430.8,480
1574146,"Aragominas","TO",2,2,1,499.8,299.5,508.9,414.6,680
15179,"Santa Fé do Araguaia","TO",2,1,1,458.3,422.5,452.1,420.1,240
2776644,"Colinas do Tocantins","TO",2,2,1,,,,,
541625,"Araguaína","TO",2,1,1,454.5,559.3,564.8,553.9,920
3365844,"Abreulândia","TO",2,1,1,,566.5,559.3,,700
3657293,"Paraíso do Tocantins","TO",2,1,1,,,,,
3368161,"Araguaína","TO",2,1,1,408.1,392.5,501.1,432.1,640
1618268,"Araguaína","TO",2,1,1,494.6,498.2,532.5,483.6,680
1420294,"Rio da Conceição","TO",2,1,1,396.5,479.8,492,478.1,820
511519,"Maurilândia do Tocantins","TO",2,1,1,374.9,388.7,415.9,450.8,560
2231405,"Paraíso do Tocantins","TO",2,1,1,,496.1,450.8,,0
1644272,"Palmas","TO",2,1,1,576.4,555.2,557,616.3,560
1236242,"Esperantina","TO",2,2,1,346.5,344.7,345.8,455,340
1036498,"Colinas do Tocantins","TO",2,1,1,431.7,456.1,457.5,429.3,660
4227308,"Tupirama","TO",2,1,1,,,,,
3324157,"Araguaína","TO",2,1,1,419.9,417.4,557.6,432.6,760
2388772,"Almas","TO",2,1,1,,,,,
3279616,"Gurupi","TO",2,1,1,423.3,525.5,524.5,498.7,740
4121591,"Caseara","TO",2,1,1,,,,,
739908,"Araguaína","TO",4,1,1,486,555.6,587.9,445.6,820
