"NU_SEQUENCIAL","NO_MUNICIPIO_ESC","SG_UF_ESC","TP_DEPENDENCIA_ADM_ESC","TP_LOCALIZACAO_ESC","TP_SIT_FUNC_ESC","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO"
2028296,"Macapá","AP",2,1,1,412.7,421,463.9,405.1,660
3087311,"Santana","AP",2,1,1,,,,,
2276076,"Macapá","AP",2,1,1,484.3,403.7,503.1,465.9,620
2635781,"Macapá","AP",2,1,1,408,422,484.1,424.5,500
2799803,"Macapá","AP",2,1,1,450.5,409,444.7,400.1,620
1796889,"Macapá","AP",2,1,1,358.8,372.5,411.8,389.1,0
3180472,"Santana","AP",2,1,1,,,,,
174989,"Laranjal do Jari","AP",1,1,1,524.3,544.7,514.2,588.6,920
1005958,"Macapá","AP",1,1,1,489,360.3,470.4,491,760
3887944,"Macapá","AP",2,1,1,,472.3,522.8,,0
2347789,"Macapá","AP",1,1,1,427.3,510.8,481.2,432.2,620
252069,"Macapá","AP",2,1,1,405.6,505.3,521.4,457.5,720
3236986,"Santana","AP",2,1,1,,,,,
531623,"Santana","AP",2,1,1,376.5,352.4,443.3,419.5,300
1987760,"Macapá","AP",2,2,1,,,,,
1664596,"Macapá","AP",4,1,1,479.7,521.3,484.9,457.5,0
1520547,"Macapá","AP",2,1,1,421.6,429.6,488.4,385.4,0
474852,"Santana","AP",2,1,1,412.9,539.3,589.2,506.5,920
4259903,"Macapá","AP",2,1,1,,,,,
1446839,"Macapá","AP",2,1,1,416.5,521.7,543.2,427.9,720
952591,"Macapá","AP",2,1,1,,0,303.9,,0
708347,"Macapá","AP",2,1,1,,536.5,547.6,,480
67593,"Macapá","AP",2,1,1,395.7,351.6,456.8,387.4,880
3326597,"Macapá","AP",2,1,1,428.8,491.7,499.8,411.9,440
2007855,"Santana","AP",2,1,1,418.6,562,542.8,484.5,620
28598,"Santana","AP",2,1,1,459.1,567.8,545.6,433.3,840
2277442,"Macapá","AP",2,1,1,431.9,395.5,472.6,444.2,580
1263882,"Macapá","AP",2,1,1,545.1,338.5,516,392.9,760
2788728,"Porto Grande","AP",2,1,1,471.7,467.8,496,429.3,580
2012222,"Macapá","AP",2,1,1,509.4,544.2,560.6,482,860
3196461,"Laranjal do Jari","AP",2,1,1,471.3,510.2,548.6,606.1,680
2286587,"Macapá","AP",2,1,1,409.5,483.8,468.5,401.8,600
1123352,"Amapá","AP",2,1,1,488.9,376.7,451.2,382.8,620
2437069,"Macapá","AP",4,1,1,577.5,572,555.3,613.9,840
2660561,"Macapá","AP",2,1,1,504.6,577.5,532.5,388.1,840
4199534,"Macapá","AP",2,2,1,,,,,
3553245,"Macapá","AP",4,1,1,473.3,404.1,515,665.7,880
2911839,"Calçoene","AP",2,2,1,,537.6,563.1,,560
1790375,"Santana","AP",2,1,1,452.3,513.8,568.5,542.9,600
3026115,"Macapá","AP",2,1,1,,,,,
1802332,"Macapá","AP",2,1,1,444.5,405,514.2,417.2,420
2117400,"Amapá","AP",2,1,1,438.4,439,452.7,406.9,540
3620582,"Macapá","AP",2,1,1,384.4,358.9,422.4,389.3,0
3995834,"Santana","AP",2,1,1,487.8,432.2,328.9,382.7,320
891856,"Macapá","AP",2,1,1,535.5,560.7,558.5,661.1,680
248511,"Macapá","AP",2,1,1,,478.4,494.7,,0
2020429,"Santana","AP",2,1,1,415.7,430.8,492.1,393.3,460
1897136,"Macapá","AP",2,1,1,407.7,551.8,537.6,394.3,840
2026563,"Macapá","AP",2,1,1,494.9,510.5,554.2,584.7,600
3037209,"Macapá","AP",2,1,1,509.8,378.5,444.3,439.9,520
3645454,"Santana","AP",2,1,1,400.8,413,486.9,378.8,460
602672,"Ferreira Gomes","AP",2,1,1,372.6,426.7,416.8,387.8,480
1619308,"Oiapoque","AP",2,1,1,585.5,447.7,508.6,436.3,520
3239449,"Macapá","AP",2,1,1,429.3,345.3,500.6,429.9,600
340063,"Macapá","AP",2,1,1,417.5,411.8,453.4,444.1,520
2361182,"Macapá","AP",2,2,1,473.3,458.2,497.7,457.6,640
3583040,"Porto Grande","AP",2,1,1,409.2,489.5,551.2,444.1,800
3612722,"Calçoene","AP",2,1,1,509.3,509.1,527.4,399.3,640
436579,"Macapá","AP",2,1,1,484.6,399.5,406.7,380.1,0
2475046,"Macapá","AP",2,2,1,389.7,437.2,544.6,444.2,800
768350,"Macapá","AP",1,1,1,544.1,552.6,578.6,563.7,780
2531036,"Pedra Branca do Amapari","AP",2,1,1,,,,,
719031,"Macapá","AP",2,1,1,545.7,555.3,470.5,488.7,440
896898,"Laranjal do Jari","AP",1,1,1,506.3,482.2,572.4,521.7,820
1492764,"Macapá","AP",2,1,1,,,,,
3500933,"Santana","AP",2,1,1,409.3,459.5,399.9,411.1,540
3215344,"Macapá","AP",2,1,1,393.3,438.8,515.4,393.2,680
2208106,"Mazagão","AP",2,1,1,580.3,543.4,535.9,439.4,0
1836496,"Macapá","AP",4,1,1,479.9,569.6,553.1,425,840
779983,"Macapá","AP",2,1,1,494,587.8,563.1,549.8,840
2048307,"Macapá","AP",2,1,1,437.7,437,452.6,373.6,600
881530,"Macapá","AP",2,1,1,418.8,389.1,474.5,541.1,500
3059230,"Santana","AP",2,2,1,467.6,401.1,526.2,577.1,680
2684080,"Macapá","AP",4,1,1,532.8,547.7,561.5,473.4,0
2158677,"Santana","AP",2,1,1,452.4,474.4,477.6,501.2,600
3364511,"Macapá","AP",2,1,1,542.3,569.7,540.9,526.6,520
3308786,"Macapá","AP",2,1,1,,,,,
2706512,"Macapá","AP",2,1,1,375,480.7,502.6,393.4,360
3173757,"Macapá","AP",2,1,1,457.2,376,492.4,447.5,860
1535125,"Santana","AP",1,1,1,,430.5,506.2,,720
1096153,"Macapá","AP",2,1,1,442.9,490.6,458.3,401.2,0
108385,"Macapá","AP",4,1,1,628.1,665.8,619.9,721.2,900
3315026,"Macapá","AP",2,1,1,,,,,
3350163,"Macapá","AP",4,1,1,423.2,487.9,505.5,452.5,760
3641978,"Macapá","AP",2,1,1,,322.1,443.9,,0
1072594,"Macapá","AP",4,1,1,502.1,538.4,489.7,520.8,800
2339669,"Macapá","AP",2,1,1,,,,,
1519295,"Porto Grande","AP",1,1,1,502.8,579.6,567.2,658.4,880
1873008,"Macapá","AP",2,1,1,582.3,601.2,627.2,673.6,900
634816,"Macapá","AP",4,1,1,578,598,592.3,630.3,860
1896491,"Santana","AP",4,1,1,707.2,756.7,629.9,832.8,940
664535,"Macapá","AP",4,2,1,380.4,331.2,303.1,403.4,640
2416483,"Macapá","AP",2,1,1,,,,,
3063189,"Macapá","AP",2,2,1,479.2,442,464.3,485.7,0
1007085,"Macapá","AP",2,1,1,402.6,520.2,550.3,521,700
3241109,"Mazagão","AP",2,1,1,,350.5,381.8,,0
688032,"Macapá","AP",2,1,1,487.8,467.2,457.7,463.3,820
2974014,"Macapá","AP",2,1,1,377.1,464.1,427,474.6,420
357510,"Santana","AP",2,1,1,,,,,
260610,"Macapá","AP",2,1,1,381.1,411.8,454.1,516.1,0
3604011,"Laranjal do Jari","AP",2,1,1,,,,,
209515,"Macapá","AP",2,1,1,490.2,490.9,473.3,377.4,360
1147614,"Macapá","AP",2,1,1,607.5,457.2,533.5,453.4,740
442331,"Macapá","AP",4,1,1,492.9,586.1,556,572,940
86982,"Macapá","AP",2,1,1,454.8,357.8,438.5,398.1,860
986898,"Macapá","AP",2,1,1,,,,,
2954885,"Macapá","AP",4,1,1,443.9,533.4,525.5,451.1,640
500418,"Macapá","AP",2,1,1,,,,,
830121,"Santana","AP",2,1,1,513.3,616.7,621.6,605.8,840
994463,"Macapá","AP",2,1,1,563.7,546.3,594.2,545.9,760
2202007,"Calçoene","AP",2,1,1,411.1,544.3,502.6,446.4,720
1127014,"Macapá","AP",2,1,1,431.6,471.8,540.5,396.5,500
1637331,"Macapá","AP",2,1,1,415.7,383.7,493.8,387.8,520
1260959,"Macapá","AP",2,1,1,432.5,418.7,394.9,405.8,520
2923198,"Amapá","AP",2,1,1,490.2,455.2,448.8,415.2,460
928300,"Macapá","AP",2,1,1,455.6,467.6,511,537.2,740
989480,"Macapá","AP",2,1,1,356.6,456.1,389.9,382.7,340
1946401,"Santana","AP",2,1,1,441.1,578.1,501.8,409.6,600
3363211,"Macapá","AP",2,1,1,488.5,470.6,463.8,425.3,520
478593,"Macapá","AP",2,1,1,495.4,535.1,517,489.2,880
718925,"Macapá","AP",2,1,1,526.2,398.3,431.2,407.9,660
1554937,"Macapá","AP",2,1,1,424,385.1,412,427.9,560
1169467,"Tartarugalzinho","AP",2,1,1,,,,,
2459550,"Oiapoque","AP",2,2,1,467.8,497.4,562.7,396.4,480
1525325,"Macapá","AP",1,1,1,431.3,460.5,535.2,487.5,880
1446376,"Macapá","AP",2,1,1,485.4,529.2,528.8,416.3,580
1982419,"Macapá","AP",2,1,1,508.3,399.3,413.6,397.3,480
2984724,"Santana","AP",2,1,1,502,486.7,548.2,555,740
1801940,"Santana","AP",2,1,1,465.7,483.3,427.5,468.2,640
991702,"Oiapoque","AP",2,2,1,,,,,
1171765,"Macapá","AP",2,1,1,512.2,527.3,536.1,467.4,540
405925,"Macapá","AP",4,1,1,478.4,566.2,543.5,382.1,680
1479313,"Macapá","AP",2,1,1,527.5,397.8,561.7,514.5,860
101222,"Macapá","AP",1,1,1,481.8,605.3,454.2,434.7,840
2154419,"Santana","AP",2,1,1,455.6,447.1,511.2,441.1,920
502019,"Santana","AP",2,2,1,410.9,329.6,396.5,405.8,340
3693617,"Santana","AP",2,2,1,503.2,397.9,459.8,560.9,0
587492,"Santana","AP",2,1,1,459.7,376.3,532.9,450.7,460
1803545,"Santana","AP",2,1,1,472.1,441.2,473.2,414.8,400
2808443,"Macapá","AP",2,1,1,,,,,
2572364,"Oiapoque","AP",2,2,1,444.6,402.5,483.8,563,360
287177,"Macapá","AP",2,1,1,488.9,557.3,554.4,413.6,700
1510193,"Macapá","AP",2,1,1,,,,,
1856455,"Macapá","AP",2,1,1,410.3,528.4,521.2,400.1,620
3427529,"Itaubal","AP",2,1,1,373.3,430.5,404.1,475.1,280
2714869,"Macapá","AP",2,1,1,423.6,475.9,475.3,391.9,700
2747442,"Macapá","AP",4,1,1,,,,,
1185086,"Macapá","AP",2,1,1,,,,,
959076,"Macapá","AP",2,1,1,450.2,574,575.4,379.1,880
3869103,"Macapá","AP",2,1,1,,,,,
1132189,"Macapá","AP",2,1,1,476.4,437.3,493,414.3,460
48753,"Macapá","AP",2,1,1,371.9,467.5,547,409.4,680
530562,"Mazagão","AP",2,2,1,537.2,467.1,504.3,504.1,480
3259000,"Macapá","AP",1,1,1,505.5,610.8,618.3,523.4,760
1417522,"Macapá","AP",2,1,1,540.4,538.1,553.6,412.8,800
2785102,"Macapá","AP",2,1,1,502.2,492.4,456.5,372.2,540
